objectId,updatedAt,createdAt,ACL,EventType,userId,translationId
UC2UyoCEf2,Tue Apr 18 2023 12:50:30 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 12:50:30 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,gnNbVpnTi4
P969WutMZl,Tue Apr 18 2023 16:53:26 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 16:53:26 GMT+0200 (Central European Summer Time),null,correctAnswer,R6Wb0k0VML,YIrpCtt3dr
Dc39Stgf57,Tue Apr 18 2023 16:53:31 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 16:53:31 GMT+0200 (Central European Summer Time),null,correctAnswer,R6Wb0k0VML,a7VvgdwQ8l
hfxOm5G4h9,Tue Apr 18 2023 16:53:36 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 16:53:36 GMT+0200 (Central European Summer Time),null,correctAnswer,R6Wb0k0VML,p3pNhlAe3M
6TM6PRG41Y,Tue Apr 18 2023 16:53:40 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 16:53:40 GMT+0200 (Central European Summer Time),null,correctAnswer,R6Wb0k0VML,D1C5PmrVKM
0Ck4KwZLdX,Tue Apr 18 2023 16:53:46 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 16:53:46 GMT+0200 (Central European Summer Time),null,wrongAnswer,R6Wb0k0VML,uoJuPC10sM
83VGeTPECW,Tue Apr 18 2023 16:53:48 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 16:53:48 GMT+0200 (Central European Summer Time),null,correctAnswer,R6Wb0k0VML,uoJuPC10sM
WLvTaVY9YD,Tue Apr 18 2023 16:53:50 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 16:53:50 GMT+0200 (Central European Summer Time),null,correctAnswer,R6Wb0k0VML,1iyCYcK1gY
h8TAAm4AzP,Tue Apr 18 2023 16:53:53 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 16:53:53 GMT+0200 (Central European Summer Time),null,correctAnswer,R6Wb0k0VML,3sTbkbeAMk
dokJEnUVbw,Tue Apr 18 2023 16:53:59 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 16:53:59 GMT+0200 (Central European Summer Time),null,logout,R6Wb0k0VML,
n9DGzxBYDh,Wed Apr 19 2023 11:25:40 GMT+0200 (Central European Summer Time),Wed Apr 19 2023 11:25:40 GMT+0200 (Central European Summer Time),null,correctAnswer,SZ50tVVwEq,Vb6HjAtXJ5
LwzCh9zvAy,Wed Apr 19 2023 11:28:33 GMT+0200 (Central European Summer Time),Wed Apr 19 2023 11:28:33 GMT+0200 (Central European Summer Time),null,correctAnswer,SZ50tVVwEq,iEkjyOXeAy
gJZ6uZynDk,Wed Apr 19 2023 23:09:02 GMT+0200 (Central European Summer Time),Wed Apr 19 2023 23:09:02 GMT+0200 (Central European Summer Time),null,correctAnswer,SZ50tVVwEq,yUjNDtzCaC
DnZ5cqKQPA,Wed Apr 19 2023 23:09:13 GMT+0200 (Central European Summer Time),Wed Apr 19 2023 23:09:13 GMT+0200 (Central European Summer Time),null,correctAnswer,SZ50tVVwEq,u1sIBbKdwE
Y53yupBd4U,Thu Apr 20 2023 14:32:19 GMT+0200 (Central European Summer Time),Thu Apr 20 2023 14:32:19 GMT+0200 (Central European Summer Time),null,correctAnswer,eDKufuv64E,nOyewdR1JI
OKM07ShEMb,Thu Apr 20 2023 14:32:51 GMT+0200 (Central European Summer Time),Thu Apr 20 2023 14:32:51 GMT+0200 (Central European Summer Time),null,correctAnswer,eDKufuv64E,JxKBB2YBLw
HcdsfYUmkA,Thu Apr 20 2023 14:33:12 GMT+0200 (Central European Summer Time),Thu Apr 20 2023 14:33:12 GMT+0200 (Central European Summer Time),null,correctAnswer,eDKufuv64E,n7UMtpWT9V
hH1IYCVLAO,Thu Apr 20 2023 14:33:25 GMT+0200 (Central European Summer Time),Thu Apr 20 2023 14:33:25 GMT+0200 (Central European Summer Time),null,correctAnswer,eDKufuv64E,D1C5PmrVKM
zDghaS6AUw,Fri Apr 21 2023 09:48:42 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 09:48:42 GMT+0200 (Central European Summer Time),null,logout,SZ50tVVwEq,
dztSB4zrWe,Fri Apr 21 2023 10:23:21 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 10:23:21 GMT+0200 (Central European Summer Time),null,login,SZ50tVVwEq,
kuxMa0Tudb,Fri Apr 21 2023 10:23:21 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 10:23:21 GMT+0200 (Central European Summer Time),null,login,SZ50tVVwEq,
6okwkr8wvm,Fri Apr 21 2023 12:46:41 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 12:46:41 GMT+0200 (Central European Summer Time),null,wrongAnswer,ywXlxTZg6o,PBkKBRSoam
3fXL4D3UrE,Fri Apr 21 2023 12:46:46 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 12:46:46 GMT+0200 (Central European Summer Time),null,correctAnswer,ywXlxTZg6o,PBkKBRSoam
rObPRrwSux,Fri Apr 21 2023 12:47:05 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 12:47:05 GMT+0200 (Central European Summer Time),null,wrongAnswer,ywXlxTZg6o,YrZ7uM8foe
HlxKvJXKRu,Fri Apr 21 2023 12:47:08 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 12:47:08 GMT+0200 (Central European Summer Time),null,wrongAnswer,ywXlxTZg6o,YrZ7uM8foe
oDDlWLJFBU,Fri Apr 21 2023 12:47:10 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 12:47:10 GMT+0200 (Central European Summer Time),null,correctAnswer,ywXlxTZg6o,YrZ7uM8foe
vHWHdtCcB5,Fri Apr 21 2023 12:54:59 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 12:54:59 GMT+0200 (Central European Summer Time),null,correctAnswer,ywXlxTZg6o,7Ya8mwZs7U
ZtS2Z6N2G5,Fri Apr 21 2023 12:55:03 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 12:55:03 GMT+0200 (Central European Summer Time),null,correctAnswer,ywXlxTZg6o,DrxzDzSNDS
GJrlPGDPhm,Fri Apr 21 2023 12:55:22 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 12:55:22 GMT+0200 (Central European Summer Time),null,wrongAnswer,ywXlxTZg6o,acOWV3lanH
8C1lfXnwWz,Fri Apr 21 2023 12:57:42 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 12:57:42 GMT+0200 (Central European Summer Time),null,logout,ywXlxTZg6o,
Fkwt0aolC0,Fri Apr 21 2023 12:59:11 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 12:59:11 GMT+0200 (Central European Summer Time),null,login,ywXlxTZg6o,
LCXmkyn4vE,Fri Apr 21 2023 12:59:29 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 12:59:29 GMT+0200 (Central European Summer Time),null,correctAnswer,ywXlxTZg6o,1iyCYcK1gY
ifRMVhO5GX,Fri Apr 21 2023 13:00:14 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 13:00:14 GMT+0200 (Central European Summer Time),null,wrongAnswer,ywXlxTZg6o,UTr7Fzyasm
blNuEG8D7p,Fri Apr 21 2023 13:00:16 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 13:00:16 GMT+0200 (Central European Summer Time),null,correctAnswer,ywXlxTZg6o,UTr7Fzyasm
nXhGRK569q,Fri Apr 21 2023 13:00:38 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 13:00:38 GMT+0200 (Central European Summer Time),null,correctAnswer,ywXlxTZg6o,FTkvp8Ee2m
VVF4eY6Tin,Fri Apr 21 2023 21:12:44 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 21:12:44 GMT+0200 (Central European Summer Time),null,logout,ywXlxTZg6o,
44xRY1L8Iz,Fri Apr 21 2023 21:13:37 GMT+0200 (Central European Summer Time),Fri Apr 21 2023 21:13:37 GMT+0200 (Central European Summer Time),null,login,ywXlxTZg6o,
1RwXuwK2du,Sun Apr 23 2023 15:47:18 GMT+0200 (Central European Summer Time),Sun Apr 23 2023 15:47:18 GMT+0200 (Central European Summer Time),null,logout,drxDLGwaxb,
mJGw1jJ5M5,Mon Apr 24 2023 22:24:36 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 22:24:36 GMT+0200 (Central European Summer Time),null,wrongAnswer,dy4k3eLx1j,wFrfvVlC3G
hP9FEtl4iM,Mon Apr 24 2023 22:24:39 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 22:24:39 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,wFrfvVlC3G
ZMh1troAke,Mon Apr 24 2023 22:24:41 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 22:24:41 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,wFrfvVlC3G
5Tdq8S7gGU,Mon Apr 24 2023 22:25:01 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 22:25:01 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,H1pWPj4lCM
3Hmf4rHxbM,Mon Apr 24 2023 22:25:08 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 22:25:08 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,nMOYmrRBnA
6bH2yw7YOk,Mon Apr 24 2023 22:25:37 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 22:25:37 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,KQ94ZXdlkK
Q81qjCqWkU,Mon Apr 24 2023 22:25:51 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 22:25:51 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,iEkjyOXeAy
Jj7JiwrRyU,Mon Apr 24 2023 22:25:56 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 22:25:56 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,JwtrXWLneP
RdVH0J4B1x,Mon Apr 24 2023 22:26:09 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 22:26:09 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,U8tcUU4shI
BIXZIBxp9g,Mon Apr 24 2023 22:26:29 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 22:26:29 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,DjWXsZnxss
PHJW2jMU0z,Mon Apr 24 2023 22:26:36 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 22:26:36 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,VzBev3ddbd
y34D7DrTRP,Mon Apr 24 2023 22:26:40 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 22:26:40 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,lYrmrFyfbE
XxiszcD9FP,Mon Apr 24 2023 22:26:51 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 22:26:51 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,1iyCYcK1gY
rRAYFjkdUp,Mon Apr 24 2023 22:27:06 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 22:27:06 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,wHBRjzdRrn
FCfqexW7hd,Tue Apr 25 2023 17:17:33 GMT+0200 (Central European Summer Time),Tue Apr 25 2023 17:17:33 GMT+0200 (Central European Summer Time),null,correctAnswer,NgENXB1IN3,M8pjpc9RTL
NF0UMZgy9u,Tue Apr 25 2023 17:17:39 GMT+0200 (Central European Summer Time),Tue Apr 25 2023 17:17:39 GMT+0200 (Central European Summer Time),null,correctAnswer,NgENXB1IN3,nWqacEnyPE
EKWbN6hwyf,Tue Apr 25 2023 17:17:56 GMT+0200 (Central European Summer Time),Tue Apr 25 2023 17:17:56 GMT+0200 (Central European Summer Time),null,correctAnswer,NgENXB1IN3,wYZ6ywaudx
vEBtAfiNLH,Tue Apr 25 2023 17:18:00 GMT+0200 (Central European Summer Time),Tue Apr 25 2023 17:18:00 GMT+0200 (Central European Summer Time),null,correctAnswer,NgENXB1IN3,p3pNhlAe3M
NvfWEJPHEt,Tue Apr 25 2023 17:18:04 GMT+0200 (Central European Summer Time),Tue Apr 25 2023 17:18:04 GMT+0200 (Central European Summer Time),null,correctAnswer,NgENXB1IN3,hI1bd4HsMT
QxGEwgJwqJ,Tue Apr 25 2023 17:18:14 GMT+0200 (Central European Summer Time),Tue Apr 25 2023 17:18:14 GMT+0200 (Central European Summer Time),null,correctAnswer,NgENXB1IN3,1iyCYcK1gY
xhUZpzEEgv,Tue Apr 25 2023 17:18:26 GMT+0200 (Central European Summer Time),Tue Apr 25 2023 17:18:26 GMT+0200 (Central European Summer Time),null,correctAnswer,NgENXB1IN3,n7UMtpWT9V
AB5fk9OMCa,Tue Apr 25 2023 17:19:16 GMT+0200 (Central European Summer Time),Tue Apr 25 2023 17:19:16 GMT+0200 (Central European Summer Time),null,correctAnswer,NgENXB1IN3,5Op1XJxtzB
IZhkL01haO,Tue Apr 25 2023 17:19:21 GMT+0200 (Central European Summer Time),Tue Apr 25 2023 17:19:21 GMT+0200 (Central European Summer Time),null,correctAnswer,NgENXB1IN3,PBkKBRSoam
Qw9hLpiF2f,Tue Apr 25 2023 17:19:32 GMT+0200 (Central European Summer Time),Tue Apr 25 2023 17:19:32 GMT+0200 (Central European Summer Time),null,correctAnswer,NgENXB1IN3,wpux7RAzxu
G56HWbY6NT,Tue Apr 25 2023 17:19:38 GMT+0200 (Central European Summer Time),Tue Apr 25 2023 17:19:38 GMT+0200 (Central European Summer Time),null,wrongAnswer,NgENXB1IN3,ox5oJpmIWR
SIkBtrX3b4,Tue Apr 25 2023 17:19:40 GMT+0200 (Central European Summer Time),Tue Apr 25 2023 17:19:40 GMT+0200 (Central European Summer Time),null,wrongAnswer,NgENXB1IN3,ox5oJpmIWR
LYwIwAaxok,Tue Apr 25 2023 17:19:42 GMT+0200 (Central European Summer Time),Tue Apr 25 2023 17:19:42 GMT+0200 (Central European Summer Time),null,wrongAnswer,NgENXB1IN3,ox5oJpmIWR
uGNOybYDNe,Tue Apr 25 2023 17:19:44 GMT+0200 (Central European Summer Time),Tue Apr 25 2023 17:19:44 GMT+0200 (Central European Summer Time),null,correctAnswer,NgENXB1IN3,ox5oJpmIWR
TKx5OfAabJ,Tue Apr 25 2023 17:20:04 GMT+0200 (Central European Summer Time),Tue Apr 25 2023 17:20:04 GMT+0200 (Central European Summer Time),null,correctAnswer,NgENXB1IN3,k8BLFyFRlp
iDzuvxEnMA,Tue Apr 25 2023 17:20:08 GMT+0200 (Central European Summer Time),Tue Apr 25 2023 17:20:08 GMT+0200 (Central European Summer Time),null,wrongAnswer,NgENXB1IN3,nR1IBAr7vy
QovaT03QqY,Tue Apr 25 2023 17:20:21 GMT+0200 (Central European Summer Time),Tue Apr 25 2023 17:20:21 GMT+0200 (Central European Summer Time),null,correctAnswer,NgENXB1IN3,nR1IBAr7vy
8FZZCWbO8s,Tue Apr 25 2023 17:38:15 GMT+0200 (Central European Summer Time),Tue Apr 25 2023 17:38:15 GMT+0200 (Central European Summer Time),null,logout,NgENXB1IN3,
LDQS3UFpK3,Wed Apr 26 2023 10:21:57 GMT+0200 (Central European Summer Time),Wed Apr 26 2023 10:21:57 GMT+0200 (Central European Summer Time),null,correctAnswer,eDKufuv64E,JFgaFiiG6W
L0ENSPHHih,Wed Apr 26 2023 10:22:03 GMT+0200 (Central European Summer Time),Wed Apr 26 2023 10:22:03 GMT+0200 (Central European Summer Time),null,correctAnswer,eDKufuv64E,z4YC6s2OWg
CbKDEUSFvr,Wed Apr 26 2023 10:22:13 GMT+0200 (Central European Summer Time),Wed Apr 26 2023 10:22:13 GMT+0200 (Central European Summer Time),null,correctAnswer,eDKufuv64E,FbekBsKlYM
rFzqwRMVpW,Wed Apr 26 2023 10:22:29 GMT+0200 (Central European Summer Time),Wed Apr 26 2023 10:22:29 GMT+0200 (Central European Summer Time),null,correctAnswer,eDKufuv64E,H1pWPj4lCM
ui8lVvjgJy,Thu Apr 27 2023 09:13:37 GMT+0200 (Central European Summer Time),Thu Apr 27 2023 09:13:37 GMT+0200 (Central European Summer Time),null,correctAnswer,9VijwPXEHO,acOWV3lanH
CA5LBGsFCS,Thu Apr 27 2023 09:13:40 GMT+0200 (Central European Summer Time),Thu Apr 27 2023 09:13:40 GMT+0200 (Central European Summer Time),null,correctAnswer,9VijwPXEHO,FTkvp8Ee2m
XoHbZbonHz,Thu Apr 27 2023 09:13:46 GMT+0200 (Central European Summer Time),Thu Apr 27 2023 09:13:46 GMT+0200 (Central European Summer Time),null,wrongAnswer,9VijwPXEHO,PBkKBRSoam
K9buCoifxv,Thu Apr 27 2023 09:13:49 GMT+0200 (Central European Summer Time),Thu Apr 27 2023 09:13:49 GMT+0200 (Central European Summer Time),null,correctAnswer,9VijwPXEHO,PBkKBRSoam
gJaSAx0hKD,Thu Apr 27 2023 09:13:53 GMT+0200 (Central European Summer Time),Thu Apr 27 2023 09:13:53 GMT+0200 (Central European Summer Time),null,correctAnswer,9VijwPXEHO,AakngqERYt
LwAugobfjd,Thu Apr 27 2023 12:49:05 GMT+0200 (Central European Summer Time),Thu Apr 27 2023 12:49:05 GMT+0200 (Central European Summer Time),null,correctAnswer,9VijwPXEHO,iEkjyOXeAy
DCAy0w33mw,Thu Apr 27 2023 12:49:19 GMT+0200 (Central European Summer Time),Thu Apr 27 2023 12:49:19 GMT+0200 (Central European Summer Time),null,correctAnswer,9VijwPXEHO,nVC37aTxuW
hg31QpJqNy,Thu Apr 27 2023 13:12:20 GMT+0200 (Central European Summer Time),Thu Apr 27 2023 13:12:20 GMT+0200 (Central European Summer Time),null,logout,9VijwPXEHO,
cEiBF69iKV,Fri Apr 28 2023 21:36:13 GMT+0200 (Central European Summer Time),Fri Apr 28 2023 21:36:13 GMT+0200 (Central European Summer Time),null,wrongAnswer,czIRI96DAz,acOWV3lanH
gdL1IsvBB4,Fri Apr 28 2023 21:36:16 GMT+0200 (Central European Summer Time),Fri Apr 28 2023 21:36:16 GMT+0200 (Central European Summer Time),null,correctAnswer,czIRI96DAz,acOWV3lanH
HUppoP5mh6,Fri Apr 28 2023 21:36:24 GMT+0200 (Central European Summer Time),Fri Apr 28 2023 21:36:24 GMT+0200 (Central European Summer Time),null,correctAnswer,czIRI96DAz,8m8R6FhTBH
PVeuUQVuuY,Fri Apr 28 2023 21:36:30 GMT+0200 (Central European Summer Time),Fri Apr 28 2023 21:36:30 GMT+0200 (Central European Summer Time),null,correctAnswer,czIRI96DAz,iEkjyOXeAy
YrH7MeuNBH,Fri Apr 28 2023 21:36:58 GMT+0200 (Central European Summer Time),Fri Apr 28 2023 21:36:58 GMT+0200 (Central European Summer Time),null,wrongAnswer,czIRI96DAz,4InyZIfvY4
0OflpuBtVW,Fri Apr 28 2023 21:37:01 GMT+0200 (Central European Summer Time),Fri Apr 28 2023 21:37:01 GMT+0200 (Central European Summer Time),null,correctAnswer,czIRI96DAz,4InyZIfvY4
CCFprBXimf,Fri Apr 28 2023 21:37:09 GMT+0200 (Central European Summer Time),Fri Apr 28 2023 21:37:09 GMT+0200 (Central European Summer Time),null,correctAnswer,czIRI96DAz,6trcSYK5IO
Pn5bYhd2CJ,Fri Apr 28 2023 21:37:15 GMT+0200 (Central European Summer Time),Fri Apr 28 2023 21:37:15 GMT+0200 (Central European Summer Time),null,correctAnswer,czIRI96DAz,1aclfsE9pN
5HBMmm4tA5,Fri Apr 28 2023 21:37:17 GMT+0200 (Central European Summer Time),Fri Apr 28 2023 21:37:17 GMT+0200 (Central European Summer Time),null,logout,czIRI96DAz,
